Id,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd
850,6,1855,2,512,528,1094,2,7,1976,1994
280,7,2022,2,505,1160,1156,2,8,1977,1977
1035,5,954,1,240,920,954,1,5,1938,1950
270,6,1113,1,504,1143,1113,1,6,1976,1976
97,7,1588,2,472,1588,1588,2,6,1999,1999
211,5,864,0,0,864,864,1,5,1925,1950
570,5,943,2,600,943,943,1,4,1979,1979
1411,7,1840,2,622,944,944,2,6,2001,2001
872,6,1682,2,523,804,804,2,7,1998,1998
533,5,827,1,392,0,827,1,5,1955,2007
1408,5,833,0,0,833,833,1,5,1985,1985
1357,5,892,1,264,864,892,1,5,1966,1966
1100,7,1601,2,478,1271,1601,2,7,1978,1978
713,8,1228,2,472,1228,1228,2,5,1988,1989
78,5,1285,1,240,672,1072,1,6,1948,2001
264,5,1316,2,484,926,926,1,6,1929,2001
1456,6,1647,2,460,953,953,2,7,1999,2000
150,5,1344,1,240,896,896,1,7,1936,1950
470,6,1710,2,506,832,832,2,7,1993,1993
565,7,2295,2,590,1095,1166,2,9,1992,2000
462,7,1135,2,576,560,575,1,6,1936,2007
1278,6,1724,2,480,1680,1724,1,7,1967,1976
897,4,951,1,327,951,951,1,6,1936,1950
1346,4,960,1,308,960,960,1,5,1920,1950
696,6,1137,2,551,1112,1137,2,5,1987,1987
1176,8,2872,2,541,1683,2129,2,9,1992,2000
929,8,1788,2,522,1753,1788,2,7,2001,2001
1327,3,774,0,0,544,774,1,6,1931,2006
1215,5,999,1,300,925,999,1,6,1962,1962
587,6,838,1,275,816,838,1,5,1918,2000
1373,7,2097,2,583,1108,1108,2,8,1998,1998
244,6,1217,1,288,626,626,1,6,1980,1980
1112,7,1964,2,483,803,1098,2,8,1976,1976
752,7,1320,2,400,660,660,2,6,2003,2003
1398,5,1513,1,180,939,939,1,8,1920,2004
1313,8,2810,2,750,1453,1453,2,9,1990,1990
649,6,1839,2,442,756,1051,1,7,1966,1966
1191,4,1622,4,1356,1249,1622,1,7,1961,1975
596,8,1826,3,758,1814,1826,2,7,2005,2006
314,7,2036,2,513,2136,2036,2,8,1965,1965
934,7,1500,2,570,1500,1500,2,6,2004,2004
156,6,1096,0,0,572,572,1,5,1924,1950
1382,6,2117,2,550,1205,2117,2,7,1970,1970
1304,7,1616,3,834,1616,1616,2,7,2005,2005
1151,6,932,1,306,932,932,1,4,1950,1950
1000,7,1208,2,632,1187,1208,2,6,2006,2006
1047,9,2868,3,716,1992,1992,3,11,2005,2006
1307,7,1368,2,474,1368,1368,2,6,2005,2006
1393,5,900,1,288,864,900,1,6,1967,1967
26,8,1600,3,890,1566,1600,2,7,2007,2007
197,7,1726,3,786,1726,1726,2,8,2007,2007
1089,7,1709,2,380,970,970,2,7,2004,2004
16,7,854,2,576,832,854,1,5,1929,2001
1322,3,720,1,287,0,720,1,4,1949,1950
884,4,2230,1,440,795,954,1,10,1912,1950
622,6,2614,2,624,1522,1548,2,9,1974,1997
1361,5,2601,2,621,612,990,3,8,1921,1998
1051,7,1302,2,436,1302,1302,2,6,2007,2007
1068,6,1611,2,442,780,798,1,7,1964,1964
498,7,1820,1,240,1026,1133,2,8,1925,1950
793,7,2013,2,455,1117,1127,2,8,1996,1997
965,7,1894,2,510,817,824,2,8,2002,2003
516,10,2020,3,900,2006,2020,2,9,2009,2009
1426,6,1252,2,528,1252,1252,1,7,1959,1959
1413,4,1040,2,420,0,1040,2,6,1949,1950
1096,6,1314,2,440,1314,1314,2,6,2006,2006
543,7,1680,2,583,1650,1680,2,7,1998,1999
457,5,1344,3,513,624,624,1,7,1916,1950
634,5,1056,1,260,1056,1056,1,6,1954,2005
432,6,1198,0,0,901,1088,1,7,1920,1998
628,6,1520,1,364,1156,1520,1,7,1955,1972
729,5,1776,3,888,1584,1776,2,9,1958,1958
1289,8,1659,2,499,1501,1659,2,5,2000,2000
210,6,1092,2,504,1092,1092,1,6,1964,1964
317,7,2353,2,484,845,1153,2,10,1980,1980
514,6,1080,2,484,1084,1080,1,5,1983,1983
1338,4,693,0,0,693,693,1,4,1941,1950
830,7,1223,2,480,600,520,2,4,2005,2005
320,7,1472,2,588,1372,1472,2,6,1980,1980
1032,7,3082,2,672,824,1687,2,12,1920,1970
1419,5,1144,1,336,1144,1144,1,6,1963,1963
142,7,1734,2,660,1734,1734,2,7,2005,2005
1111,6,1658,2,431,773,773,2,8,1995,1996
754,8,2098,3,878,1030,1038,2,8,2005,2005
1002,5,691,1,216,691,691,1,4,1920,1950
1240,8,1484,2,472,1476,1484,2,6,2006,2006
581,6,1429,2,572,1144,1429,1,7,1960,1987
563,5,996,0,0,996,996,1,6,1940,1969
399,5,1077,1,338,961,1077,1,6,1920,1950
669,5,1437,2,576,1188,1437,1,6,1956,1987
253,6,1640,2,520,798,798,2,6,2004,2004
908,7,2057,1,180,1017,1020,1,6,1936,1987
469,8,1634,3,866,1626,1634,2,7,2006,2006
915,6,1224,2,528,612,612,2,4,2009,2009
358,5,1142,2,528,1142,1142,1,6,1976,1976
1279,8,2031,2,577,1128,1128,2,7,2002,2002
1301,7,1983,2,490,978,1005,2,9,1999,1999
1203,5,1348,1,216,884,884,1,5,1925,1997
1306,9,1652,2,840,1652,1652,2,6,2006,2007
1416,7,1569,3,660,1386,1569,2,7,2007,2007
509,7,1378,2,360,689,689,2,7,1928,2005
750,4,1529,1,240,0,1088,2,9,1945,1950
130,5,1053,2,750,1008,1053,1,6,1958,1991
145,5,1728,2,504,1728,1728,2,10,1963,1963
961,5,858,0,0,858,858,1,4,1958,2008
848,5,864,1,338,864,864,1,5,1972,1972
716,6,1350,2,478,1064,1350,2,7,1974,1974
906,5,1063,1,280,1056,1063,1,6,1954,1954
1097,6,1355,0,0,684,773,1,7,1914,2006
236,6,987,1,264,483,483,1,5,1971,1971
1062,3,894,3,1248,894,894,1,6,1935,1950
